"jobName","logFile","filePath"," realFilePath","datasetFile","realDatasetFilePath","recordType"
"Jx_LABISValidODSfSELDR01Extr19_OKC_HISTORY","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr19_OKC_HISTORY.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr28_HZ_LOCATIONS_ALL","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr28_HZ_LOCATIONS_ALL.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr13_OKC_K_HEADERS_B","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr13_OKC_K_HEADERS_B.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr02TDFFACTURE","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr02TDFFACTURE.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr14_HZ_CUST_ACCOUNTS","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr14_HZ_CUST_ACCOUNTS.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr10ITEMS","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr10ITEMS.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr06TIERS","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr06TIERS.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr25_TDF_FACTURE_UOCRE","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr25_UOCRE.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr22_COPST_SOCIETE","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr22_COPST_SOCIETE.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr17_OKC_K_ARTICLES_B","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr17_OKC_K_ARTICLES_B.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr23_PERIODE_CPTA","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr23_PERIODE_CPTA.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr12ELIZASEANCE","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr12ELIZASEANCE.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr09TDFLETTRAGE","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr09TDFLETTRAGE.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr01FNDLOOKUP","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr08COMPTECLIENT","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr08COMPTECLIENT.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr27_HZ_PARTY_SITES","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr27_HZ_PARTY_SITES.ds","/export/home/dsprd1/applications/mgt/labis/datastage/dataset/Ds_LABISValidODSfSELDR01Extr27_HZ_PARTY_SITES.ds","CustomInput"
"Jx_LABISValidODSfSELDR01Extr07LIGNECONTRAT","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr07LIGNECONTRAT.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr18_OKC_SYNDICAT","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr18_OKC_SYNDICAT.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr21_CONTRAT_TARIF_ACTIVE","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr21_CONTRAT_TARIF_ACTIVE.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr16_JTF_RS_GROUPS_TL","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr16_JTF_RS_GROUPS_TL.ds"," ","CustomInput"
"LABISCommun09ExtrMaxIDTRAIT","MGTprdSeqLABISValidODSfSELDR01Extrlog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParIdTypeTraitement#_MaxIDTRAIT.txt\(2)0"," ","NaN","NaN","CustomInput"
"Jx_LABISIntegDWHSELOL01Extr24TYPMVT","MGTprdJx_LABISIntegDWHSELOL01Extr24TYPMVTlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTYPMVT.ds"," ","CustomInput"
"LABISCommun03InitialiseTraitement","MGTprdSeqLABISProductionDMOctVerticalog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#LABISSE_IDTRAIT_#ParIdTypeTraitement#.txt\(2)0"," ","NaN","NaN","CustomInput"
"LABISCommun03InitialiseTraitementNoCtrl","MGTprdSeqLABISProductionDMOctVerticalog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#LABISSE_IDTRAIT_#ParIdTypeTraitement#.txt\(2)0"," ","NaN","NaN","CustomInput"
"Jx_LABISValidODSfCOPS02Trans13FACTURE","MGTprdJx_LABISValidODSfCOPS02Trans13FACTURElog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds"," ","CustomOutput"
"Jx_LABISValidODSfCOPS02Trans13FACTURE","MGTprdJx_LABISValidODSfCOPS02Trans13FACTURElog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfCOPS02Trans13FACTURE.ds"," ","CustomInput"
"LABISChrgOCTAV01OCTAVT_JEUCLE","MGTprdLABISChrgOCTAV01OCTAVT_JEUCLElog.txt","NaN","NaN","#ParRepTmp#ExtrOCTAVT_JEUCLE.ds"," ","CustomOutput"
"LABISCommun03InitialiseTraitement","MGTprdSeqLABISProductionDMPENEFVALIDVerticalog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#LABISSE_IDTRAIT_#ParIdTypeTraitement#.txt\(2)0"," ","NaN","NaN","CustomInput"
"LABISCommun03InitialiseTraitementNoCtrl","MGTprdSeqLABISProductionDMPENEFVALIDVerticalog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#LABISSE_IDTRAIT_#ParIdTypeTraitement#.txt\(2)0"," ","NaN","NaN","CustomInput"
"LABISCommun03InitialiseTraitement","MGTprdSeqLABISValidODSfSELDRlog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#LABISSE_IDTRAIT_#ParIdTypeTraitement#.txt\(2)0"," ","NaN","NaN","CustomInput"
"LABISCommun04ValidInitialiseTraitement","MGTprdSeqLABISValidODSfPORTLlog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#LABISSE_IDTRAIT_#ParIdTypeTraitement#.txt\(2)0"," ","NaN","NaN","CustomInput"
"Jx_LABISValidODSfSELDR01Extr16_JTF_RS_GROUPS_TL","MGTprdJx_LABISValidODSfSELDR01Extr16_JTF_RS_GROUPS_TLlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr16_JTF_RS_GROUPS_TL.ds"," ","CustomInput"
"Jx_LABISValidODSfOSCAR01Extr15DETAPPORT","MGTprdJx_LABISValidODSfOSCAR01Extr15DETAPPORTlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOSCAR01Extr15DETAPPORT.ds"," ","CustomInput"
"Jx_LABISValidODSfOSCAR02Trans16ADRNUMPERS","MGTprdJx_LABISValidODSfOSCAR02Trans16ADRNUMPERSlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOSCAR01Extr16ADRNUMPERS.ds"," ","CustomOutput"
"Jx_LABISValidODSfOSCAR02Trans16ADRNUMPERS","MGTprdJx_LABISValidODSfOSCAR02Trans16ADRNUMPERSlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOSCAR02Trans16ADRNUMPERS.ds"," ","CustomInput"
"Jx_LABISValidODSfOSCAR01Extr22NUMTEL","MGTprdJx_LABISValidODSfOSCAR01Extr22NUMTELlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOSCAR01Extr22NUMTEL.ds"," ","CustomInput"
"Jx_LABISValidODSfSELOL02Trans28TARIF","MGTprdJx_LABISValidODSfSELOL02Trans28TARIFlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL02Trans28TARIF.ds"," ","CustomInput"
"Jx_LABISValidODSfSELOL02Trans28TARIF","MGTprdJx_LABISValidODSfSELOL02Trans28TARIFlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL01Extr30TARIF.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA01Extr08SMATR_TYPE_CREANCE","MGTprdJx_LABISValidODSfSMA01Extr08SMATR_TYPE_CREANCElog.txt","NaN","NaN","#ParRepDataset#DS_SMA_TYPE_CREANCE.ds"," ","CustomInput"
"Jx_LABISValidODSfSELOL02Trans25TYPMVT","MGTprdJx_LABISValidODSfSELOL02Trans25TYPMVTlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL02Trans25TYPMVT.ds"," ","CustomInput"
"Jx_LABISValidODSfSELOL02Trans25TYPMVT","MGTprdJx_LABISValidODSfSELOL02Trans25TYPMVTlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL01Extr25TYPMVT.ds"," ","CustomOutput"
"Jx_LABISValidODSfSELOL02Trans11TYPCTR","MGTprdJx_LABISValidODSfSELOL02Trans11TYPCTRlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL01Extr15FNDLOOKUP.ds"," ","CustomOutput"
"Jx_LABISValidODSfSELOL02Trans11TYPCTR","MGTprdJx_LABISValidODSfSELOL02Trans11TYPCTRlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL02Trans11TYPCTR.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL03Chrg13CTRPAPIER","MGTprdJx_LABISIntegDWHSELOL03Chrg13CTRPAPIERlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCTRPAPIER.ds"," ","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans10MANDATREP","MGTprdJx_LABISIntegDWHSELOL02Trans10MANDATREPlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans10MANDATREP.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans10MANDATREP","MGTprdJx_LABISIntegDWHSELOL02Trans10MANDATREPlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrMANDATREP.ds"," ","CustomOutput"
"Jx_LABISValidODSfSMA01Extr10SMATR_TYPVOIE","MGTprdJx_LABISValidODSfSMA01Extr10SMATR_TYPVOIElog.txt","NaN","NaN","#ParRepDataset#DS_SMA_TYPVOIE.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrGREMUS","MGTprdJx_LABISValidODSfOCTAV01ExtrGREMUSlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_GREMUS.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL03Chrg21TYPUTIL","MGTprdJx_LABISIntegDWHSELOL03Chrg21TYPUTILlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTYPUTIL.ds"," ","CustomOutput"
"Jx_LABISValidODSfSELDR02Trans04CONTRATROLE","MGTprdJx_LABISValidODSfSELDR02Trans04CONTRATROLElog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP.ds"," ","CustomOutput"
"Jx_LABISValidODSfSELDR02Trans04CONTRATROLE","MGTprdJx_LABISValidODSfSELDR02Trans04CONTRATROLElog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR02Trans04CONTRATROLE.ds"," ","CustomInput"
"Jx_LABISValidODSfSELOL01Extr18JCTRCPTCLI","MGTprdJx_LABISValidODSfSELOL01Extr18JCTRCPTCLIlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL01Extr18JCTRCPTCLI.ds"," ","CustomInput"
"Jx_LABISValidODSfPORTL01Extr01DDECTR","MGTprdJx_LABISValidODSfPORTL01Extr01DDECTRlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfPORTL01Extr01DDECTR.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL01Extr25JCTRCPTCLI","MGTprdJx_LABISIntegDWHSELOL01Extr25JCTRCPTCLIlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrJCTRCPTCLI.ds"," ","CustomInput"
"Jx01_Enrichir_NumCatalogue_RESERVOIR_03","MGTprdJx01_Enrichir_NumCatalogue_RESERVOIR_03log.txt","\(2)\(2)0\(1)\(3)file\(2)/export/home/dsprd1/applications/mgt/labis/datastage/tmp/PILOT415/OUT_Catalogues_RESERVOIR_2.csv\(2)0"," ","NaN","NaN","CustomInput"
"Jx01_Enrichir_NumCatalogue_RESERVOIR_03","MGTprdJx01_Enrichir_NumCatalogue_RESERVOIR_03log.txt","\(2)\(2)0\(1)\(3)file \(2)/export/home/dsprd1/applications/mgt/labis/datastage/tmp/PILOT415/RESERVOIR2.csv\(2)0"," ","NaN","NaN","CustomOutput"
"Jx_LABISValidODSfCOPS02Trans15LETTRAGE","MGTprdJx_LABISValidODSfCOPS02Trans15LETTRAGElog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfCOPS01Extr05VLETTRAGE.ds"," ","CustomOutput"
"Jx_LABISValidODSfCOPS02Trans15LETTRAGE","MGTprdJx_LABISValidODSfCOPS02Trans15LETTRAGElog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfCOPS02Trans15LETTRAGE.ds"," ","CustomInput"
"LABISProductionDMVertica02ExtrConnexionVertica","MGTprdSeqLABISProductionDMVRefSocietaireCopylog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#ListeCnxVertica.txt\(2)0"," ","NaN","NaN","CustomInput"
"Jx_LABISValidODSfSELDR01Extr31_HZ_CLASS_CATEGORIES","MGTprdJx_LABISValidODSfSELDR01Extr31_HZ_CLASS_CATEGORIESlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr31_HZ_CLASS_CATEGORIES.ds"," ","CustomInput"
"Jx_LABISValidODSfSELOL02Trans04MANDATREP","MGTprdJx_LABISValidODSfSELOL02Trans04MANDATREPlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL01Extr06MANDATREP.ds"," ","CustomOutput"
"Jx_LABISValidODSfSELOL02Trans04MANDATREP","MGTprdJx_LABISValidODSfSELOL02Trans04MANDATREPlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELOL02Trans04MANDATREP.ds"," ","CustomInput"
"LABISExtrOCTAV01OCTAVT_OEUV","MGTprdLABISExtrOCTAV01OCTAVT_OEUVDECLTlog.txt","NaN","NaN","#ParRepTmp#ExtrOCTAV_OCTAVT_OEUV.ds"," ","CustomInput"
"LABISExtrOCTAV01OCTAVT_OEUVDECLT","MGTprdLABISExtrOCTAV01OCTAVT_OEUVDECLTlog.txt","NaN","NaN","#ParRepTmp#ExtrOCTAV_OEUVDECLT.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR01Extr08COMPTECLIENT","MGTprdJx_LABISValidODSfSELDR01Extr08COMPTECLIENTlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr08COMPTECLIENT.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR02Trans18CONTRATROLE","MGTprdJx_LABISValidODSfSELDR02Trans18CONTRATROLElog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR02Trans18CONTRATROLE.ds"," ","CustomInput"
"Jx_LABISValidODSfSELDR02Trans18CONTRATROLE","MGTprdJx_LABISValidODSfSELDR02Trans18CONTRATROLElog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfSELDR01Extr05_OKC_K_PARTY_ROLES_B.ds","/export/home/dsprd1/applications/mgt/labis/datastage/dataset/Ds_LABISValidODSfSELDR01Extr05_OKC_K_PARTY_ROLES_B.ds","CustomOutput"
"Jx_LABISIntegDWHSELOL02Trans18TARIF","MGTprdJx_LABISIntegDWHSELOL02Trans18TARIFlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans18TARIF.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL02Trans18TARIF","MGTprdJx_LABISIntegDWHSELOL02Trans18TARIFlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTARIF.ds"," ","CustomOutput"
"Jx_LABISValidODSfOSCAR01Extr20PERS","MGTprdJx_LABISValidODSfOSCAR01Extr20PERSlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOSCAR01Extr20PERS.ds"," ","CustomInput"
"Jx_LABISIntegDWHSELOL03Chrg05CPTECLI","MGTprdJx_LABISIntegDWHSELOL03Chrg05CPTECLIlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISIntegDWHSELOL02Trans01CPTECLI.ds"," ","CustomOutput"
"LABISCommun03InitialiseTraitement","MGTprdSeqLABISProductionDMColectlog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#LABISSE_IDTRAIT_#ParIdTypeTraitement#.txt\(2)0"," ","NaN","NaN","CustomInput"
"Jx_LABISProductionDMColect01Prod00ExtrMoisCalcul","MGTprdSeqLABISProductionDMColectlog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#NombreMoisCalcul.txt\(2)0"," ","NaN","NaN","CustomInput"
"LABISExtrOCTAV01OCTAVT_PROGTYP","MGTprdLABISExtrOCTAV01OCTAVT_PROGTYPEITMlog.txt","NaN","NaN","#ParRepTmp#ExtrOCTAVT_PROGTYP.ds"," ","CustomInput"
"LABISExtrOCTAV01OCTAVT_PROGTYPEITM","MGTprdLABISExtrOCTAV01OCTAVT_PROGTYPEITMlog.txt","NaN","NaN","#ParRepTmp#ExtrOCTAVT_PROGTYPEITM.ds"," ","CustomInput"
"LABISChrgOCTAV01OCTAVTR_TYPPUBLCTN","MGTprdLABISChrgOCTAV01OCTAVTR_TYPPUBLCTNlog.txt","NaN","NaN","#ParRepTmp#ExtrOCTAVTTYPPUBLCTN.ds"," ","CustomOutput"
"Jx_LABISValidODSfOSCAR01Extr07CATALPERS","MGTprdJx_LABISValidODSfOSCAR01Extr07CATALPERSlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOSCAR01Extr07CATALPERS.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrROLADDECLT","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_ROLADDECLT.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrMOTIFNONGEST","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_MOTIFNONGEST.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrGREMUS","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_GREMUS.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrETATDOC","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_ETATDOC.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrPUB","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_PUB.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrSYNCATLAS","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_SYNCATLAS.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrOEUVINDIV","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_OEUVINDIV.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrMARQUE","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_MARQUE.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrGREOEUV","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_GREOEUV.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrNOMPARTPT","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_NOMPARTPT.ds","/export/home/dsprd1/applications/mgt/labis/datastage/dataset/Ds_LABISValidODSfOCTAV_NOMPARTPT.ds","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrCATEGGRE","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVTR_CATEGGRE.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrSTATUTOEUV","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_STATUTOEUV.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrIDE12ARCHIV","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_IDE12ARCHIV.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrOEUVDECLT","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_OEUVDECLT.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrPARTPT","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_PARTPT.ds","/export/home/dsprd1/applications/mgt/labis/datastage/dataset/Ds_LABISValidODSfOCTAV_PARTPT.ds","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrPRDTPUB","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_PRDTPUB.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrISWC","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_ISWC.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrSERIE","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_SERIE.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrADDECLT","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_ADDECLT.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrOEUVAV","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_OEUVAV.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrTYPOEUV","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVTR_TYPOEUV.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrTYPPUBLCTN","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_TYPPUBLCTN.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrETATDECL","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_ETATDECL.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrEPISODE","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_EPISODE.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrTYPDOC","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_TYPDOC.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrOEUV","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_OEUV.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrSTATUTOEUVDECL","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_STATUTOEUVDECL.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrTITRE","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_TITRE.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrTYPDEPOT","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAVT_TYPDEPOT.ds"," ","CustomInput"
"Jx_LABISValidODSfOCTAV01ExtrTITRDECLT","MGTprdSeqLABISValidODSfOCTAV01Extrlog.txt","NaN","NaN","#ParRepDataset#Ds_LABISValidODSfOCTAV_TITRDECLT.ds"," ","CustomInput"
"LABISProductionDMPENEFNSVertica01ExtrListeRion","MGTprdSeqLABISProductionDMPENEFNSVerticaCopylog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#ListeRionVerticaNS.txt\(2)0"," ","NaN","NaN","CustomInput"
"LABISProductionDMVertica02ExtrConnexionVertica","MGTprdSeqLABISProductionDMPENEFNSVerticaCopylog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#ListeCnxVertica.txt\(2)0"," ","NaN","NaN","CustomInput"
