fichierCSV,Job,EventId,MsgID,Message
FF_PIVOT_ExtrDecltUlyss_TRAV_287881,SUPprdBatch__PIVOTExtrDecltUlyss,247034,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrDecltUlyss..JobControl (+++++ Routine STECHEcritureJournal): Conversion du fichier FF_PIVOT_ExtrDecltUlyss_TRAV_287881 genere : UTF-8 => ISO-8859-15']
FF_PIVOT_ExtrDecltUlyss_TRAV_287881,SUPprdBatch__PIVOTExtrDecltUlyss,247035,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrDecltUlyss..JobControl (+++++ Routine STECHEcritureJournal): ==========Fichier issu de la conversion UTF-8 => ISO-8859-15 de FF_PIVOT_ExtrDecltUlyss_TRAV_287881 : FF_PIVOT_ExtrDecltUlyss287881']
FF_PIVOT_ExtrDecltUlyss287966,SUPprdBatch__PIVOTExtrDecltUlyss,247535,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrDecltUlyss..JobControl (+++++ Routine STECHEcritureJournal): ==========Fichier issu de la conversion UTF-8 => ISO-8859-15 de FF_PIVOT_ExtrDecltUlyss_TRAV_287966 : FF_PIVOT_ExtrDecltUlyss287966']
FF_PIVOT_ExtrDecltUlyss287966,SUPprdBatch__PIVOTExtrDecltUlyss,247538,IIS-DSTAGE-RUN-I-0019,"[""\tBatch::PIVOTExtrDecltUlyss..JobControl (Script Lance :): sh /export/home/dsprd1/applications/stech/datastage/STECH_TransfertFtp_v2.sh 1 houfet.sacem.fr dosiunix 'dosiunix1' '/export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss287966' '/export/home/dsprd1/applications/uti/ulyss/datastage/source/FF_PIVOT_ExtrDecltUlyss287966' 'ascii' /export/home/dsprd1/applications/sup/pivot/datastage/ftp/ ENV""]"
FF_PIVOT_ExtrDecltUlyss287966,SUPprdBatch__PIVOTExtrDecltUlyss,247540,IIS-DSTAGE-RUN-I-0019,"[""\tBatch::PIVOTExtrDecltUlyss..JobControl (Routine STECHTransfertFtpV2): Rapport d'exécution : "", '* -------------------------------------------------------------------- *', '\t  STECH_TransfertFtp_v2             Date : 27/05/2019 19:29        ', '\t  pid : [90787]    choix : 1 houfet.sacem.fr ***** ***** /export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss287966 /export/home/dsprd1/applications/uti/ulyss/datastage/source/FF_PIVOT_ExtrDecltUlyss287966 ascii /export/home/dsprd1/applications/sup/pivot/datastage/ftp/ ENV', '\t   EXECUTION en mode automatique par cron', '\t* -------------------------------------------------------------------- *', '\t\\n\\t... Transfert FTP termine, Date : 27/05/2019 19:29', '\t* -------------------------------------------------------------------- *']"
FF_PIVOT_ExtrDecltUlyss287895,SUPprdBatch__PIVOTExtrDecltUlyss,247285,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrDecltUlyss..JobControl (+++++ Routine STECHEcritureJournal): ==========Fichier issu de la conversion UTF-8 => ISO-8859-15 de FF_PIVOT_ExtrDecltUlyss_TRAV_287895 : FF_PIVOT_ExtrDecltUlyss287895']
FF_PIVOT_ExtrDecltUlyss287895,SUPprdBatch__PIVOTExtrDecltUlyss,247288,IIS-DSTAGE-RUN-I-0019,"[""\tBatch::PIVOTExtrDecltUlyss..JobControl (Script Lance :): sh /export/home/dsprd1/applications/stech/datastage/STECH_TransfertFtp_v2.sh 1 houfet.sacem.fr dosiunix 'dosiunix1' '/export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss287895' '/export/home/dsprd1/applications/uti/ulyss/datastage/source/FF_PIVOT_ExtrDecltUlyss287895' 'ascii' /export/home/dsprd1/applications/sup/pivot/datastage/ftp/ ENV""]"
FF_PIVOT_ExtrDecltUlyss287895,SUPprdBatch__PIVOTExtrDecltUlyss,247290,IIS-DSTAGE-RUN-I-0019,"[""\tBatch::PIVOTExtrDecltUlyss..JobControl (Routine STECHTransfertFtpV2): Rapport d'exécution : "", '* -------------------------------------------------------------------- *', '\t  STECH_TransfertFtp_v2             Date : 27/05/2019 19:28        ', '\t  pid : [89106]    choix : 1 houfet.sacem.fr ***** ***** /export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss287895 /export/home/dsprd1/applications/uti/ulyss/datastage/source/FF_PIVOT_ExtrDecltUlyss287895 ascii /export/home/dsprd1/applications/sup/pivot/datastage/ftp/ ENV', '\t   EXECUTION en mode automatique par cron', '\t* -------------------------------------------------------------------- *', '\t\\n\\t... Transfert FTP termine, Date : 27/05/2019 19:28', '\t* -------------------------------------------------------------------- *']"
FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287895,SUPprdBatch__PIVOTExtrDecltUlyss,247241,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrDecltUlyss..JobControl (##### Routine STECHConcatenationUnix): cat /export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDifDip > /export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287895']
FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287895,SUPprdBatch__PIVOTExtrDecltUlyss,247244,IIS-DSTAGE-RUN-I-0019,"[""\tBatch::PIVOTExtrDecltUlyss..JobControl (##### Routine STECHTriUnix): sort -o /export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287895 -T /export/home/dsprd1/applications/sup/pivot/datastage/tmp/ -t $'\\xA7' -k 2,2 /export/home/dsprd1/applications/sup/pivot/datastage/tmp/FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287895""]"
FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287895,SUPprdBatch__PIVOTExtrDecltUlyss,247258,IIS-DSTAGE-RUN-I-0034,"['\tBatch::PIVOTExtrDecltUlyss -> (PIVOTExtrDecltUlyss50FfFfFicFinalEntete): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParPentagramme=PIVOT', '\tParIdTraitement=ExtrDecltUlyss', '\tParRepHash=/export/home/dsprd1/applications/sup/pivot/datastage/hash/', '\tParRepTmp=/export/home/dsprd1/applications/sup/pivot/datastage/tmp/', '\tParNomFicTravRapprochDeclt=FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287895', '\tParNomFicTravEntete=FF_PIVOT_ExtrDecltUlyss_TRAV_EnteteFic', '\tParIdFic=287895', '\tParNomFicFinal=FF_PIVOT_ExtrDecltUlyss_TRAV_287895', '\tDSJobController=Batch::PIVOTExtrDecltUlyss']"
FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287895,SUPprdBatch__PIVOTExtrDecltUlyss,247267,IIS-DSTAGE-RUN-I-0034,"['\tBatch::PIVOTExtrDecltUlyss -> (PIVOTExtrDecltUlyss50FfFfFicFinalDetail): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParPentagramme=PIVOT', '\tParIdTraitement=ExtrDecltUlyss', '\tParRepHash=/export/home/dsprd1/applications/sup/pivot/datastage/hash/', '\tParRepTmp=/export/home/dsprd1/applications/sup/pivot/datastage/tmp/', '\tParNomFicTravRapprochDeclt=FF_PIVOT_ExtrDecltUlyss_TRAV_RapprochDeclt_287895', '\tParNomFicTravEntete=FF_PIVOT_ExtrDecltUlyss_TRAV_EnteteFic', '\tParIdFic=287895', '\tParNomFicFinal=FF_PIVOT_ExtrDecltUlyss_TRAV_287895', '\tDSJobController=Batch::PIVOTExtrDecltUlyss']"
FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtOeuv,DOCprdPIVOTExtrCwrPourOctav02OraFfEnrgtOeuv,10700,IIS-DSTAGE-RUN-I-0070,"['\tStarting Job PIVOTExtrCwrPourOctav02OraFfEnrgtOeuv.', '\tParPentagramme = PIVOT', '\tParIdTraitement = ExtrCwrPourOctav', '\tParBasePIVOT = PPIVOT', '\tParUserPIVOT = PIVOT_TBA', '\tParPwdPIVOT = ********', '\tParRepHash = /export/home/dsprd1/applications/doc/pivod/datastage/hash/', '\tParRepTmp = /export/home/dsprd1/applications/doc/pivod/datastage/tmp/', '\tParIdFic = 287972', '\tParNomFicTravEnrgtOeuv = FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtOeuv', '\tDSJobController = Batch::PIVOTExtrCwrPourOctav']"
FF_ULYSS_ExtrProgPourFelix_TRAV_PREPREP101,UTIprdULYSSExtrProgPourFelix2OraFfProg,0,IIS-DSTAGE-RUN-I-0070,"['\tStarting Job ULYSSExtrProgPourFelix2OraFfProg.', '\tParPentagramme = ULYSS', '\tParIdTraitement = ExtrProgPourFelix', '\tParBaseULYSS = PULYSS', '\tParUserULYSS = ULYSS', '\tParPwdULYSS = ********', '\tParRepTmp = /work/home/dsprd1/applications/uti/ulyss/datastage/tmp/', '\tParRepHash = /work/home/dsprd1/applications/uti/ulyss/datastage/hash/', '\tParNomFicPREPREP101 = FF_ULYSS_ExtrProgPourFelix_TRAV_PREPREP101', '\tParLstNumProg = 56455,56627,56628,56630,56631,56636,56784,56785', '\tDSJobController = Batch::ULYSSExtrProgPourFelix']"
FF_PENEF_BI_VALIDATION_REPARTITION_646.csv,MGTprdSeqLABISLoadFicPENEFVALID,0,IIS-DSTAGE-RUN-I-0070,"['\tStarting Job SeqLABISLoadFicPENEFVALID.', '\tParBaseLABIS = PPILOT', '\tParUserLABIS = LABIS_TBA', '\tParPwdLABIS = ********', '\tParRepShell = /export/home/dsprd1/applications/mgt/labis/datastage/shell/', '\tParRepSource = /export/home/dsprd1/applications/mgt/labis/datastage/source/', '\tParRepSchema = /export/home/dsprd1/applications/mgt/labis/datastage/schema/', '\tParRepArchive = /export/home/dsprd1/applications/mgt/labis/datastage/archive/', '\tParRepLog = /export/home/dsprd1/applications/mgt/labis/datastage/log/', '\tParFicSource = FF_PENEF_BI_VALIDATION_REPARTITION_646.csv', '\tParTable = PENEFT_VALID', '\tDSJobController = SeqLABISChrgFicPENEFVALID.ChrgODSePENEFVALID']"
FF_PENEF_BI_VALIDATION_REPARTITION_646.csv,MGTprdSeqLABISLoadFicPENEFVALID,3,IIS-DSTAGE-RUN-I-0034,"['\tSeqLABISLoadFicPENEFVALID -> (Seq_SQLLoader_To_Oracle_English.PENEFT_VALID): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParBase=PPILOT', '\tParUser=LABIS_TBA', '\tParPwd=********', '\tParRepCTL=/export/home/dsprd1/applications/mgt/labis/datastage/schema/', '\tParNomFicCTL=PENEFT_VALID.ctl', '\tParRepLog=/export/home/dsprd1/applications/mgt/labis/datastage/log/', '\tParNomFicLog=PENEFT_VALID.log', '\tParNomFicBAD=PENEFT_VALID.bad', '\tParRepSRC=/export/home/dsprd1/applications/mgt/labis/datastage/source/', '\tParFicSRC=FF_PENEF_BI_VALIDATION_REPARTITION_646.csv', '\tParRepArch=/export/home/dsprd1/applications/mgt/labis/datastage/archive/', '\tDSJobController=SeqLABISLoadFicPENEFVALID']"
FF_PENEF_BI_VALIDATION_REPARTITION_646.csv,MGTprdSeqLABISLoadFicPENEFVALID,8,IIS-DSTAGE-RUN-I-0019,"['\tSeqLABISLoadFicPENEFVALID..JobControl (@Ex_Archive): Executed: mv -f /export/home/dsprd1/applications/mgt/labis/datastage/source//FF_PENEF_BI_VALIDATION_REPARTITION_646.csv /export/home/dsprd1/applications/mgt/labis/datastage/archive//FF_PENEF_BI_VALIDATION_REPARTITION_646.csv', '\tReply=0', '\tOutput from command ====>']"
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38642,IIS-DSTAGE-RUN-I-0070,"['\tStarting Job Batch::PIVOTExtrCwrPourOctav.', '\tParPentagramme = PIVOT', '\tParIdTraitement = ExtrCwrPourOctav', '\tParBasePIVOT = PPIVOT', '\tParUserPIVOT = PIVOT_TBA', '\tParPwdPIVOT = ********', '\tParRepSocle = /export/home/dsprd1/applications/stech/datastage/', '\tParRepHash = /export/home/dsprd1/applications/doc/pivod/datastage/hash/', '\tParRepLog = /export/home/dsprd1/applications/doc/pivod/datastage/log/', '\tParRepTmp = /export/home/dsprd1/applications/doc/pivod/datastage/tmp/', '\tParMailLstDiff = log.pivot.prod.exp@sacem.fr, log.unix@sacem.fr', '\tParMailEquipeSA = log.pivot.prod.exp@sacem.fr', '\tParRepSrcOctav = /export/home/exp/applications/doc/octav/datastage/source/', '\tParPrefixeNomFicExtrCwrPourOctav = FF_PIVOT_ExtrCWRPourOctav', '\tDSJobController = SeqPIVODExtrCwrPourOctav']"
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38712,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrCwrPourOctav..JobControl (+++++ Routine STECHEcritureJournal): ==========CREATION DU FICHIER CWR FINAL : FF_PIVOT_ExtrCWRPourOctav_287973_20190527211042']
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38723,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrCwrPourOctav..JobControl (##### Routine STECHConcatenationUnix): cat /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_CartoucheDebut /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtOeuv /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtTitr /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtLig /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtAd > /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCWRPourOctav_287973_20190527211042']
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38727,IIS-DSTAGE-RUN-I-0034,"['\tBatch::PIVOTExtrCwrPourOctav -> (STECHCartoucheFinBatch.ExtrCwrPourOctav): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParPentagramme=PIVOT', '\tParNbLigDon=403006', '\tParRepDest=/export/home/dsprd1/applications/doc/pivod/datastage/tmp/', '\tParFicDest=FF_PIVOT_ExtrCWRPourOctav_287973_20190527211042', '\tDSJobController=Batch::PIVOTExtrCwrPourOctav']"
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38736,IIS-DSTAGE-RUN-I-0019,"['\tBatch::PIVOTExtrCwrPourOctav..JobControl (STECHDeplacerFichierV2): Déplacement effectué avec succès', '\tOrigine : [FF_PIVOT_ExtrCWRPourOctav_287973_20190527211042] dans [/export/home/dsprd1/applications/doc/pivod/datastage/tmp/]', '\tDestination : [FF_PIVOT_ExtrCWRPourOctav_287973_20190527211042] dans [/export/home/exp/applications/doc/octav/datastage/source/]']"
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38795,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrCwrPourOctav..JobControl (+++++ Routine STECHEcritureJournal): ==========CREATION DU FICHIER CWR FINAL : FF_PIVOT_ExtrCWRPourOctav_287974_20190527211253']
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38806,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrCwrPourOctav..JobControl (##### Routine STECHConcatenationUnix): cat /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_CartoucheDebut /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtOeuv /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtTitr /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtLig /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtAd > /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCWRPourOctav_287974_20190527211253']
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38810,IIS-DSTAGE-RUN-I-0034,"['\tBatch::PIVOTExtrCwrPourOctav -> (STECHCartoucheFinBatch.ExtrCwrPourOctav): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParPentagramme=PIVOT', '\tParNbLigDon=110', '\tParRepDest=/export/home/dsprd1/applications/doc/pivod/datastage/tmp/', '\tParFicDest=FF_PIVOT_ExtrCWRPourOctav_287974_20190527211253', '\tDSJobController=Batch::PIVOTExtrCwrPourOctav']"
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38819,IIS-DSTAGE-RUN-I-0019,"['\tBatch::PIVOTExtrCwrPourOctav..JobControl (STECHDeplacerFichierV2): Déplacement effectué avec succès', '\tOrigine : [FF_PIVOT_ExtrCWRPourOctav_287974_20190527211253] dans [/export/home/dsprd1/applications/doc/pivod/datastage/tmp/]', '\tDestination : [FF_PIVOT_ExtrCWRPourOctav_287974_20190527211253] dans [/export/home/exp/applications/doc/octav/datastage/source/]']"
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38878,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrCwrPourOctav..JobControl (+++++ Routine STECHEcritureJournal): ==========CREATION DU FICHIER CWR FINAL : FF_PIVOT_ExtrCWRPourOctav_287975_20190527211315']
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38889,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrCwrPourOctav..JobControl (##### Routine STECHConcatenationUnix): cat /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_CartoucheDebut /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtOeuv /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtTitr /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtLig /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtAd > /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCWRPourOctav_287975_20190527211315']
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38893,IIS-DSTAGE-RUN-I-0034,"['\tBatch::PIVOTExtrCwrPourOctav -> (STECHCartoucheFinBatch.ExtrCwrPourOctav): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParPentagramme=PIVOT', '\tParNbLigDon=11245', '\tParRepDest=/export/home/dsprd1/applications/doc/pivod/datastage/tmp/', '\tParFicDest=FF_PIVOT_ExtrCWRPourOctav_287975_20190527211315', '\tDSJobController=Batch::PIVOTExtrCwrPourOctav']"
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38902,IIS-DSTAGE-RUN-I-0019,"['\tBatch::PIVOTExtrCwrPourOctav..JobControl (STECHDeplacerFichierV2): Déplacement effectué avec succès', '\tOrigine : [FF_PIVOT_ExtrCWRPourOctav_287975_20190527211315] dans [/export/home/dsprd1/applications/doc/pivod/datastage/tmp/]', '\tDestination : [FF_PIVOT_ExtrCWRPourOctav_287975_20190527211315] dans [/export/home/exp/applications/doc/octav/datastage/source/]']"
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38961,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrCwrPourOctav..JobControl (+++++ Routine STECHEcritureJournal): ==========CREATION DU FICHIER CWR FINAL : FF_PIVOT_ExtrCWRPourOctav_287972_20190527211336']
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38972,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrCwrPourOctav..JobControl (##### Routine STECHConcatenationUnix): cat /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_CartoucheDebut /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtOeuv /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtTitr /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtLig /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtAd > /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCWRPourOctav_287972_20190527211336']
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38976,IIS-DSTAGE-RUN-I-0034,"['\tBatch::PIVOTExtrCwrPourOctav -> (STECHCartoucheFinBatch.ExtrCwrPourOctav): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParPentagramme=PIVOT', '\tParNbLigDon=405096', '\tParRepDest=/export/home/dsprd1/applications/doc/pivod/datastage/tmp/', '\tParFicDest=FF_PIVOT_ExtrCWRPourOctav_287972_20190527211336', '\tDSJobController=Batch::PIVOTExtrCwrPourOctav']"
FF_PIVOT_ExtrCWRPourOctav,DOCprdBatch__PIVOTExtrCwrPourOctav,38985,IIS-DSTAGE-RUN-I-0019,"['\tBatch::PIVOTExtrCwrPourOctav..JobControl (STECHDeplacerFichierV2): Déplacement effectué avec succès', '\tOrigine : [FF_PIVOT_ExtrCWRPourOctav_287972_20190527211336] dans [/export/home/dsprd1/applications/doc/pivod/datastage/tmp/]', '\tDestination : [FF_PIVOT_ExtrCWRPourOctav_287972_20190527211336] dans [/export/home/exp/applications/doc/octav/datastage/source/]']"
FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic,DOCprdBatch__PIVOTExtrCwrPourOctav,38669,IIS-DSTAGE-RUN-I-0034,"['\tBatch::PIVOTExtrCwrPourOctav -> (PIVOTExtrCwrPourOctav01OraFfEnrgtFic): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParPentagramme=PIVOT', '\tParIdTraitement=ExtrCwrPourOctav', '\tParBasePIVOT=PPIVOT', '\tParUserPIVOT=PIVOT_TBA', '\tParPwdPIVOT=********', '\tParRepHash=/export/home/dsprd1/applications/doc/pivod/datastage/hash/', '\tParRepTmp=/export/home/dsprd1/applications/doc/pivod/datastage/tmp/', '\tParIdFic=287973', '\tParNomFicTravEnrgtFic=FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic', '\tDSJobController=Batch::PIVOTExtrCwrPourOctav']"
FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic,DOCprdBatch__PIVOTExtrCwrPourOctav,38723,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrCwrPourOctav..JobControl (##### Routine STECHConcatenationUnix): cat /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_CartoucheDebut /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtOeuv /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtTitr /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtLig /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtAd > /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCWRPourOctav_287973_20190527211042']
FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic,DOCprdBatch__PIVOTExtrCwrPourOctav,38752,IIS-DSTAGE-RUN-I-0034,"['\tBatch::PIVOTExtrCwrPourOctav -> (PIVOTExtrCwrPourOctav01OraFfEnrgtFic): Job run requested', '\tMode (row/warn limits) = 0/50', '\tGenerating operational metadata', '\tJob Parameters --->', '\tParPentagramme=PIVOT', '\tParIdTraitement=ExtrCwrPourOctav', '\tParBasePIVOT=PPIVOT', '\tParUserPIVOT=PIVOT_TBA', '\tParPwdPIVOT=********', '\tParRepHash=/export/home/dsprd1/applications/doc/pivod/datastage/hash/', '\tParRepTmp=/export/home/dsprd1/applications/doc/pivod/datastage/tmp/', '\tParIdFic=287974', '\tParNomFicTravEnrgtFic=FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic', '\tDSJobController=Batch::PIVOTExtrCwrPourOctav']"
FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic,DOCprdBatch__PIVOTExtrCwrPourOctav,38806,IIS-DSTAGE-RUN-I-0019,['\tBatch::PIVOTExtrCwrPourOctav..JobControl (##### Routine STECHConcatenationUnix): cat /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_CartoucheDebut /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtFic /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtOeuv /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtTitr /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtLig /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCwrPourOctav_TRAV_EnrgtAd > /export/home/dsprd1/applications/doc/pivod/datastage/tmp/FF_PIVOT_ExtrCWRPourOctav_287974_20190527211253']
